"ID","DATA","LONGITUDE","LATITUDE","centroid"
816486,51541,-84632396,33674814,5205
816566,49553,-84587722,33566497,4162
816646,51551,-84588167,33602731,5210
821689,52089,-84490435,33576360,5496
821697,52091,-84490231,33558242,5497
821753,52775,-84490637,33594476,5857
821801,52774,-84490841,33612593,5856
821833,50313,-84468990,33594644,4563
821849,48901,-84512701,33630538,3815
821865,52279,-84512909,33648653,5597
821913,54024,-84534782,33666594,6514
822967,53396,-84496815,33662370,6184
822975,55082,-84496713,33653311,7082
823015,55667,-84496918,33671429,7406
823047,53395,-84497020,33680488,6183
823103,55084,-84485882,33653396,7083
823119,55671,-84485983,33662455,7408
823127,55669,-84486084,33671514,7407
823143,50998,-84475150,33662539,4920
823159,54749,-84475250,33671598,6902
823167,50315,-84468592,33558410,4564
823183,52782,-84468791,33576528,5861
823199,52786,-84446953,33558575,5863
823215,52784,-84447147,33576692,5862
823247,55348,-84452802,33599296,7232
823263,52778,-84452899,33608355,5859
823708,52780,-84452704,33590238,5860
823740,52294,-84409036,33554324,5605
823772,55120,-84409130,33563383,7103
823796,52290,-84430865,33572285,5603
823804,55108,-84430961,33581343,7097
823820,55112,-84420044,33572364,7099
823852,52292,-84409223,33572443,5604
823876,55110,-84420138,33581422,7098
823900,55352,-84441880,33590319,7234
823916,51006,-84431056,33590399,4925
823932,55350,-84441977,33599377,7233
823948,54760,-84431152,33599457,6908
823964,54764,-84420233,33590479,6910
823980,54762,-84420327,33599537,6909
823996,55347,-84442073,33608436,7231
824012,53422,-84425882,33613086,6200
874461,51008,-84382396,33595279,4926
874541,53428,-84382576,33613396,6203
874557,54769,-84376579,33554554,6913
874597,54768,-84376669,33563613,6912
874661,55738,-84365848,33563688,7445
874669,55740,-84355028,33563761,7446
874677,55736,-84376758,33572672,7444
877813,50640,-84339098,33595574,4733
877829,53058,-84339270,33613691,6008
877845,53060,-84317617,33613833,6009
877877,52194,-84322650,33573037,5550
877893,55020,-84311829,33573107,7048
877917,54689,-84300925,33564117,6869
877933,54690,-84290105,33564185,6870
877941,53070,-84301008,33573176,6014
877957,55512,-84301089,33582235,7325
877973,55514,-84290267,33582302,7326
877989,55516,-84290186,33573245,7327
878005,55517,-84279284,33564252,7328
878029,55016,-84322735,33582095,7046
878045,53062,-84317450,33595716,6010
878061,55018,-84311912,33582165,7047
897714,56181,-84292215,33799698,7683
897722,56189,-84281205,33781649,7688
897746,54356,-84281285,33790708,6693
897794,56185,-84281366,33799765,7685
897810,51868,-84303147,33808685,5376
897818,54908,-84303230,33817742,6989
897826,54912,-84292297,33808754,6991
897882,54910,-84292378,33817810,6990
897922,55519,-84268464,33564319,7329
897962,53072,-84273994,33577873,6015
898409,50067,-84252195,33559887,4429
898433,52631,-84252349,33578004,5780
898441,51895,-84252503,33596120,5390
898449,52633,-84230704,33578131,5781
898457,54433,-84230854,33596247,6733
898465,54430,-84252657,33614238,6731
898481,50065,-84252812,33632355,4428
898497,52627,-84252966,33650470,5777
898513,51889,-84253121,33668588,5387
898529,54416,-84231454,33668715,6724
898545,54441,-84209060,33578255,6737
898561,54445,-84187274,33560257,6739
898577,51897,-84209205,33596371,5391
898625,54443,-84187415,33578375,6738
898641,47678,-84154883,33569486,3174
939220,52868,-84147576,34049604,5907
939236,52407,-84147710,34067718,5665
939292,50321,-84111598,33569704,4567
939324,48909,-84068313,33569906,3820
939348,50319,-84111849,33605939,4566
939380,53443,-84144786,33669187,6211
939420,53441,-84144918,33687304,6210
767784,48132,-85020523,33562022,3412
767824,50494,-85021147,33598255,4655
767888,51494,-85022395,33670715,5180
767896,49534,-85021771,33634485,4151
767928,50496,-84977851,33598769,4656
767059,51476,-85110377,33742100,5171
767091,51480,-85066368,33706416,5173
767139,49524,-85089683,33796711,4146
767171,53275,-85052820,33552571,6121
767243,53274,-85053138,33570687,6120
767291,53270,-85053456,33588802,6118
767323,53268,-85053775,33606918,6117
765206,53260,-85118724,33606102,6113
765238,50836,-85118392,33587986,4835
765254,52261,-85096093,33552031,5587
765286,52259,-85096420,33570147,5586
765318,53264,-85096747,33588262,6115
765390,53272,-85080108,33565824,6119
765438,55648,-85069288,33565959,7396
765446,55645,-85080269,33574881,7394
764556,50263,-85151031,33596623,4536
764588,48750,-85173717,33650677,3737
764732,48754,-85117728,33551756,3739
764764,52257,-85118060,33569871,5585
762047,48121,-85345480,33575803,3406
762087,48119,-85348510,33720716,3405
762103,49510,-85350029,33793171,4139
762135,49516,-85346994,33648261,4142
762175,49518,-85260357,33649499,4143
762239,49520,-85258914,33577039,4144
757953,47390,-85745315,33967858,3008
1059708,51944,-83862813,33597842,5418
1059844,54498,-83862888,33615960,6767
1059884,54508,-83841024,33561668,6772
1059932,54506,-83841093,33579786,6771
1059964,54502,-83841163,33597903,6769
1062269,51981,-83765963,33788308,5437
1062413,48921,-83700431,33589139,3826
1062493,48919,-83700595,33661608,3825
1093975,48926,-83354034,33589217,3829
1094015,48925,-83353915,33661687,3828
1094047,50124,-83353795,33734153,4459
1094087,50122,-83353675,33806617,4458
1094167,48499,-83223982,33625221,3604
1096603,50048,-83179539,33951221,4419
1096635,50044,-83179275,34023677,4417
1096691,47751,-83092256,34023427,3215
1097152,47561,-83050730,33624724,3113
1097232,48163,-83049991,33769657,3428
1097320,48167,-82877480,33623988,3430
1097344,48165,-82876458,33768920,3429
1097408,47396,-83049251,33914580,3011
1116134,47563,-82704235,33623015,3114
1116190,48169,-82702927,33767946,3431
1116598,47514,-82701615,33912867,3085
1116614,49029,-82831205,34022319,3883
1116718,48051,-82700299,34057778,3368
1116782,48173,-82530993,33621804,3433
1116838,48171,-82529401,33766732,3432
1117334,47567,-82357756,33620356,3116
1117430,48181,-82355880,33765282,3437
1117454,48055,-82527803,33911652,3370
1120431,50528,-82249810,33601230,4673
1120833,50532,-82207041,33564561,4675
1120873,50530,-82206512,33600794,4674
1120889,49608,-82227365,33655359,4190
1120953,48183,-82182365,33763593,3438
1120977,49612,-82163762,33564110,4192
1120993,51597,-82163214,33600343,5234
1121009,51601,-82131445,33554706,5236
1121041,54048,-82131164,33572822,6527
1121428,51599,-82119916,33599878,5235
1121444,49610,-82140716,33654456,4191
1121492,54050,-82109523,33572586,6528
1121500,54052,-82109808,33554469,6529
1121532,52081,-82087881,33572345,5492
1121540,50266,-82076619,33599396,4538
1121548,52083,-82066240,33572100,5493
1121660,50268,-82033323,33598901,4539
1121676,50270,-82033924,33562668,4540
1122110,48779,-82054068,33653494,3752
1122118,48783,-81968679,33580010,3754
1122222,48781,-81967423,33652472,3753
1122254,48186,-82008857,33761666,3440
1122294,48190,-81838088,33614584,3442
626800,47720,-80603235,31634461,3199
626816,47719,-80593910,31924287,3198
623789,48583,-81172050,32589089,3648
622453,47516,-81589040,33103602,3086
579396,48196,-81843522,33324729,3445
579468,48194,-81840809,33469660,3444
578769,54080,-81938631,33443746,6544
578825,54078,-81938312,33461862,6543
578897,52483,-81980919,33498623,5703
578961,51609,-81991264,33525926,5240
579001,51613,-81948639,33489169,5242
579009,51611,-81948004,33525401,5241
572596,53636,-82131725,33536589,6311
572700,50534,-82089904,33445529,4676
572732,53646,-82110946,33482003,6316
572748,52924,-82089615,33463647,5936
572788,49613,-82089326,33481762,4193
572804,52142,-82068586,33427168,5523
572836,52928,-82068293,33445286,5938
572035,51134,-82132566,33482239,4993
572091,52352,-82175535,33500818,5636
572123,52354,-82153910,33500589,5637
572131,51130,-82164309,33527878,4991
572171,53642,-82132286,33500356,6314
572187,51132,-82132006,33518474,4992
569453,49097,-82175806,33482700,3918
569485,48184,-82250322,33564997,3439
569509,51129,-82208101,33492096,4990
569541,51127,-82207571,33528329,4989
569605,49103,-82167039,33346707,3921
569621,49105,-82146269,33292120,3922
569653,51145,-82123866,33346243,4999
565451,48624,-82317895,33366332,3672
565499,47799,-82403367,33439585,3239
565579,49089,-82402469,33512053,3914
565587,49093,-82316927,33438803,3916
565675,49091,-82315958,33511271,3915
561839,48175,-82705538,33478078,3434
541590,47795,-82878500,33479049,3237
541798,49631,-82765374,31485101,4202
533354,48928,-83440772,33371869,3830
533434,48501,-83397403,33480539,3605
532744,47903,-83570370,33335600,3292
532840,47901,-83570486,33480549,3291
532896,47685,-83440820,33299392,3178
532103,50126,-83613190,33081913,4460
532151,50128,-83527087,33081962,4461
532183,48508,-83570256,33190643,3609
532191,48934,-83440965,33081954,3833
532231,48512,-83440917,33154435,3611
532271,50136,-83376330,33136271,4465
532311,50132,-83440869,33226915,4463
532335,51994,-83376279,33172512,5444
803542,51504,-84891828,33635985,5185
803558,51502,-84892399,33672215,5184
803646,47552,-84826050,33582331,3108
803694,48756,-84848513,33636455,3740
803710,50842,-84849066,33672685,4838
803750,50844,-84805733,33673141,4839
424674,51969,-83938096,33497954,5431
424706,51967,-83938275,33534189,5430
424738,50092,-83894845,33498097,4443
424770,51971,-83895007,33534332,5432
423999,50098,-83872696,33371328,4446
424079,48487,-83959449,33443517,3597
424119,51957,-84024597,33497624,5425
424191,51965,-83981544,33534031,5429
424199,50090,-83981346,33497796,4442
423344,51956,-84024812,33533859,5424
423352,51025,-84035791,33560991,4936
423448,50669,-83980363,33316611,4748
423568,50671,-83937201,33316768,4749
423600,50096,-83959073,33371043,4445
418112,53706,-84208769,33542019,6347
418128,51899,-84208915,33560137,5392
418192,53710,-84186992,33524022,6349
418216,53708,-84187133,33542139,6348
418240,53716,-84186711,33487786,6352
418312,48715,-84129766,33080384,3719
418352,48033,-84130280,33152864,3359
416771,52635,-84230554,33560014,5782
416787,53704,-84230256,33523779,6346
416803,53702,-84230405,33541896,6345
416891,53724,-84207899,33433312,6356
416899,51238,-84208044,33451431,5046
416947,53725,-84186290,33433432,6357
417027,53718,-84208189,33469549,6353
416169,55521,-84268385,33555259,7330
416217,51230,-84251887,33523652,5042
416249,53700,-84252041,33541769,6344
416353,49228,-84251579,33487416,3987
416369,52375,-84251733,33505534,5648
415515,49230,-84240240,33424066,3988
415531,51236,-84240542,33460302,5045
415587,53696,-84273360,33505403,6342
415603,53692,-84273518,33523521,6340
415643,53691,-84273676,33541638,6339
415683,53074,-84279204,33555193,6016
414124,53687,-84316780,33523248,6337
414164,53686,-84316948,33541365,6336
414172,52196,-84317115,33559482,5551
414196,53694,-84294986,33505269,6341
414204,51226,-84295149,33523386,5040
414236,50644,-84300843,33555057,4735
414244,53689,-84295312,33541503,6338
414324,54692,-84290024,33555126,6871
414340,51254,-84239332,33315356,5054
414380,49234,-84239634,33351592,3990
413527,52843,-84337896,33468754,5894
413591,49226,-84338067,33486870,3986
413599,52845,-84316279,33468895,5895
413607,52373,-84316446,33487012,5647
413615,51228,-84294823,33487150,5041
413623,50398,-84283453,33423805,4606
413655,50396,-84283774,33460040,4605
413663,53698,-84273201,33487285,6343
413671,52370,-84338239,33504989,5645
413687,52372,-84316613,33505130,5646
413695,51224,-84338411,33523106,5039
413743,53684,-84338583,33541223,6335
413751,48477,-84338754,33559340,3592
412864,53670,-84360042,33522961,6328
412904,55895,-84376489,33545494,7527
412960,53438,-84365760,33554628,6208
412968,55742,-84354940,33554702,7447
412976,53668,-84360219,33541077,6327
413016,53682,-84359338,33450490,6334
413032,50394,-84337725,33450636,4604
413048,47895,-84326667,33423528,3288
413120,52846,-84316112,33450777,5896
412218,55886,-84398033,33536284,7522
412258,55124,-84398217,33554401,7105
412274,53666,-84387216,33536360,6326
412290,51214,-84381673,33522811,5034
412330,55893,-84387307,33545419,7526
412338,51010,-84387398,33554478,4927
412402,53676,-84359690,33486725,6331
412450,53674,-84359866,33504843,6330
412466,55897,-84376399,33536436,7528
399611,55876,-84430580,33545107,7517
399627,51212,-84424934,33522502,5033
399667,53660,-84430484,33536048,6323
399699,55880,-84419667,33536128,7519
399715,55888,-84408757,33527149,7523
399731,53662,-84408850,33536206,6324
399739,48904,-84425313,33558735,3817
399763,55878,-84419761,33545186,7518
395870,51568,-84587276,33530263,5219
395926,51571,-84543584,33494395,5221
395990,51555,-84555149,33557716,5212
396022,51570,-84544011,33530629,5220
353924,49067,-84995523,33362995,3902
353980,47783,-84996747,33435463,3231
354052,49061,-84997973,33507928,3899
354076,50498,-84977245,33562537,4657
354164,47833,-84923853,31587773,3256
353291,47408,-85124438,33325133,3021
353371,49055,-85170975,33505753,3896
353379,47781,-85169608,33433290,3230
353459,49059,-85083178,33434406,3898
353483,49057,-85084475,33506870,3897
353523,50840,-85074456,33552303,4837
353555,47785,-84994301,33290525,3232
350268,48125,-85300023,33467714,3408
349869,48126,-85297080,33322786,3409
529504,48518,-83441109,32864505,3614
529576,50149,-83441061,32936990,4472
529616,47689,-83441013,33009473,3180
529656,50151,-83355104,32936920,4473
529680,49419,-83871480,33081414,4089
529712,49415,-83871783,33153895,4087
529752,49413,-83872087,33226375,4086
493096,47619,-83781483,31849382,3143
493176,48808,-83802886,31903701,3767
493232,50907,-83760400,31903797,4873
493240,50903,-83803008,31939943,4871
514371,50171,-82843112,32427868,4483
514403,52016,-82906866,32482557,5455
514467,50169,-82842580,32500354,4482
514483,49681,-83869073,32501538,4227
514603,49677,-83869372,32574024,4225
514627,48296,-83783765,32574248,3497
405251,47506,-84129253,33007904,3081
405291,48719,-84043229,33008307,3721
405331,48041,-83956460,32863684,3363
405339,49427,-83956089,32791200,4094
405395,49423,-83956831,32936167,4091
405435,48037,-83957203,33008650,3361
458948,49142,-83695151,31197226,3942
459004,49758,-83863769,31196843,4266
459108,51153,-83800588,31215136,5003
404156,49673,-83955349,32646228,4223
530174,48507,-83742672,33190428,3608
530206,47687,-83742276,33045468,3179
530302,50100,-83872392,33298852,4447
530398,47451,-83786083,33299077,3045
530430,48662,-83786318,33371554,3692
530438,50094,-83873001,33443802,4444
420837,47680,-84131310,33297818,3175
420941,51031,-84110097,33352287,4939
420989,51029,-84110347,33388525,4938
421021,52211,-84142940,33415543,5560
378665,48288,-83954244,32428768,3493
378713,49679,-83954612,32501255,4226
378745,51632,-84927671,32502975,5252
378777,54105,-84927960,32521096,6557
378833,54107,-84906572,32521339,6558
378873,49653,-84928249,32539215,4213
376844,47611,-84080839,32174511,3139
376964,47975,-83909724,32030218,3330
377020,48294,-83910385,32175191,3496
373094,47969,-84292265,31992141,3327
373134,49281,-84292904,32064626,4016
373222,47839,-84293544,32137110,3259
372382,47485,-84078970,31884569,3069
372478,47981,-83908408,31740280,3333
372574,47977,-83909065,31885247,3331
371681,49744,-83949514,31486468,4259
371705,47983,-83949875,31558948,3334
371753,49292,-83950236,31631430,4022
371841,49287,-84120659,31775659,4019
371905,49289,-84035809,31776056,4020
405928,48711,-84388044,33078822,3717
406008,49399,-84301953,33079402,4079
406064,48029,-84302607,33151880,3357
406088,49392,-84388769,33151300,4075
406096,49390,-84389494,33223778,4074
520039,50408,-83763260,32882366,4611
520071,49424,-83870875,32936451,4092
520119,49421,-83871178,33008934,4090
520223,49244,-83784920,32936676,3995
520295,50755,-83730832,32800886,4793
456934,47637,-83400502,30726297,3153
456982,48373,-83442420,30835027,3536
457022,49798,-83442375,30907492,4286
457030,49801,-83379476,30816870,4288
457046,51685,-83379428,30853101,5279
457206,49760,-83863480,31124370,4267
455050,47635,-83736118,30726097,3152
455122,49313,-83862324,30834501,4033
455162,49311,-83862612,30906966,4032
455242,48367,-83736493,30871022,3533
454658,47436,-83652009,30508783,3037
330496,49742,-84033665,31413653,4258
330584,49756,-83948079,31196565,4265
330624,48341,-83906449,31305401,3520
330736,48339,-83949154,31413990,3519
329867,48345,-83947722,31124092,3522
329955,47627,-84075268,31304728,3147
329971,49752,-84032387,31196228,4263
330067,48337,-84118176,31413258,3518
491157,48240,-81877995,31440363,3468
491189,49746,-83864935,31486748,4260
491301,49296,-83865228,31559228,4024
404638,48043,-83955719,32718715,3364
404830,48039,-84085565,32899368,3362
368666,49738,-84118671,31485735,4256
368706,47487,-84150701,31530878,3070
328585,49736,-84202685,31412805,4255
328625,47628,-84115222,30978426,3148
328649,48814,-84115712,31050892,3770
328737,48818,-84031116,30978819,3772
328793,48816,-84031539,31051285,3771
354591,47831,-84926140,31732726,3255
354839,47605,-84754516,31589611,3136
318544,48104,-84581704,31301318,3397
318648,48103,-84583436,31446264,3396
317318,48101,-84752508,31444661,3395
317502,48110,-84578257,31011442,3400
356554,48331,-84414358,31447635,3515
356658,47388,-84415824,31592590,3006
316753,48098,-84921573,31442827,3393
316865,47537,-84750506,31299717,3099
307371,48096,-85090632,31440759,3392
306258,47404,-85083030,31005965,3018
306314,47775,-85085556,31150889,3227
341568,47382,-85548434,32956053,3002
341736,47406,-85730621,33388251,3020
362861,47835,-84423227,32317417,3257
362989,47607,-84424722,32462387,3137
310376,48112,-84744538,30864925,3401
315459,48100,-84919301,31297885,3394
304366,47541,-84995480,30789568,3101
314156,49051,-84873225,31044751,3894
314292,47777,-84917037,31152949,3228
322937,49302,-84198215,30833046,4027
323065,49300,-84198771,30905509,4026
313442,49509,-84534093,30830669,4138
313482,51474,-84513696,30885195,5170
313514,51472,-84514099,30921427,5169
313642,49053,-84872131,30972290,3895
306708,47779,-84956225,30971319,3229
306724,49049,-84957386,31043780,3893
306948,47535,-85088090,31295822,3098
326701,47854,-84284682,31122401,3267
326741,47856,-84241713,31013940,3268
326893,49138,-84200443,31122910,3940
327329,47625,-84412896,31302686,3146
327409,49134,-84285309,31194872,3938
314847,47539,-84746521,31009848,3100
314895,48106,-84748511,31154778,3398
322227,47489,-84407096,30722961,3071
322315,47985,-84408539,30867879,3335
322379,49298,-84282809,30905001,4025
322411,47989,-84239356,30724090,3337
322443,47987,-84282186,30832538,3336
311623,48116,-84574832,30721601,3403
311671,48114,-84618059,30829931,3402
311719,49505,-84618949,30902391,4136
312422,49507,-84555705,30884840,4137
312876,51470,-84556124,30921072,5168
326046,50422,-83925210,30816189,4618
326142,50420,-83925379,30852420,4617
326206,49309,-83946652,30906688,4031
317909,48108,-84579977,31156375,3399
318045,47432,-84409987,31012806,3035
318133,47852,-84411439,31157742,3266
325413,50418,-83977824,30843170,4616
325437,52860,-83977919,30861285,5903
325477,52864,-83956828,30843250,5905
325493,52862,-83956919,30861365,5904
309958,47543,-84742562,30720011,3102
324102,47491,-84071613,30724989,3072
324166,47991,-84114244,30833496,3338
324214,49304,-84114732,30905960,4028
324238,49308,-84030271,30833889,4030
324294,49306,-84030693,30906353,4029
324398,47995,-83903866,30725658,3340
324994,47993,-83967189,30816036,3339
329196,48343,-84116203,31123362,3521
329260,49750,-84116695,31195834,4262
329300,49754,-84031963,31123756,4264
329436,48347,-83905153,31015513,3523
327898,48333,-84287193,31412294,3516
328018,48335,-84244084,31303823,3517
328026,49136,-84201003,31195382,3939
383842,48278,-84426221,32607356,3488
383954,47394,-84427726,32752324,3010
385603,49007,-84472549,32933225,3872
385619,47504,-84473342,33005704,3080
385667,49580,-84904566,33074101,4176
385739,49576,-84905712,33146577,4174
385803,48152,-84819559,33147512,3422
385859,49574,-84906860,33219050,4173
383204,48263,-84597492,32605967,3480
383324,48161,-84599275,32750932,3427
387580,49069,-84909161,33363991,3903
387628,47553,-84821715,33292458,3109
387644,48762,-84844103,33346587,3743
387700,50854,-84844653,33382823,4844
387764,48140,-84845203,33419058,3416
387812,50855,-84812122,33374107,4845
400455,48280,-84254945,32608510,3489
381991,49080,-84902280,32929150,3909
382007,49582,-84903422,33001627,4177
382063,48776,-84728393,32785998,3750
381204,49665,-84725406,32568551,4219
381276,49663,-84726400,32641033,4218
381324,48778,-84727396,32713517,3751
381348,49086,-84900002,32784194,3912
381380,49082,-84901140,32856672,3910
381460,48774,-84814198,32785125,3749
380542,49661,-84812067,32640163,4217
380582,49651,-84897730,32639233,4212
380630,49088,-84898865,32711714,3913
380710,47559,-84813132,32712645,3112
380718,50893,-84788811,32513548,4866
380742,50555,-84789333,32549790,4687
380782,50553,-84789856,32586030,4686
380806,48799,-84724414,32496070,3762
334123,47424,-85093182,31585703,3031
334291,47829,-85095741,31730653,3254
359626,51641,-84872686,32403912,5257
359666,51639,-84873242,32440154,5256
359730,54123,-84926804,32448614,6566
359810,49657,-84927093,32466735,4215
359818,54124,-84905434,32448857,6567
359834,52509,-84905718,32466978,5716
359882,52505,-84927382,32484854,5714
335573,47422,-85103467,32165517,3030
336118,47823,-85106059,32310474,3251
336174,47596,-85108659,32455432,3131
336214,47825,-84977401,32275844,3252
336238,49117,-84978595,32348323,3929
336294,48260,-85000842,32402433,3478
336791,50546,-85001449,32438674,4682
336815,49655,-85012590,32465726,4214
336879,52499,-85012896,32483845,5711
336887,51626,-85013202,32501966,5249
337278,50550,-84968653,32393757,4684
337310,52958,-84947295,32394007,5953
337334,52954,-84968950,32411878,5951
337342,50548,-84969247,32429997,4683
337398,52956,-84947588,32412128,5952
337454,52952,-84947881,32430247,5950
359015,49667,-84807823,32350235,4220
359079,49659,-84925938,32394254,4216
359127,52514,-84904581,32394496,5719
359143,52511,-84926226,32412374,5717
359183,51638,-84926515,32430494,5255
359215,52513,-84904865,32412617,5718
359239,54126,-84905149,32430737,6568
338504,52501,-84991517,32484103,5712
338560,54091,-84991819,32502224,6550
338592,54099,-84975408,32479764,6554
338608,55959,-84975557,32488823,7562
338648,51628,-84975707,32497884,5250
338680,54838,-84964423,32461772,6949
338720,54836,-84964571,32470832,6948
339146,54103,-84953737,32461897,6556
339178,55964,-84953883,32470957,7565
339186,52950,-84948174,32448368,5949
339242,55968,-84943050,32462021,7567
339258,55962,-84964719,32479890,7564
339298,55960,-84964867,32488949,7563
339322,54832,-84965016,32498010,6946
339370,55966,-84943196,32471081,7566
339749,54101,-84948760,32484607,6555
339837,54097,-84949054,32502728,6553
379254,52493,-84928538,32557335,5708
379302,52497,-84906857,32539458,5710
379326,52495,-84907142,32557579,5709
379366,51634,-84884904,32503458,5253
379382,54111,-84885184,32521578,6560
379438,51624,-84885465,32539698,5248
379486,54082,-84885746,32557818,6545
378057,47609,-84082720,32464455,3138
378249,48292,-83911049,32320164,3495
355318,48272,-84756531,31734567,3485
352717,51593,-84969417,33091487,5232
352869,49572,-84993081,33218055,4172
375752,47837,-84252504,32318568,3258
349050,50526,-84967622,32982775,4672
349146,50524,-84968219,33019011,4671
347778,50872,-85064838,33008783,4854
347794,53294,-85065157,33026902,6131
347834,49084,-84985803,32783204,3911
347906,47789,-84987010,32855680,3234
347962,49074,-85074160,32927107,3906
347986,49078,-84988221,32928158,3908
348002,50873,-85053614,32981737,4855
348018,53298,-85043334,33009050,6133
345303,48258,-85003274,32547394,3477
345359,52942,-84971330,32556838,5945
345383,54830,-84965164,32507071,6945
345535,54095,-84949347,32520849,6552
360302,52507,-84906002,32485097,5715
360334,54109,-84906287,32503218,6559
360358,51636,-84884343,32467218,5254
360414,54117,-84884624,32485337,6563
360486,47597,-84808881,32422718,3132
360502,54121,-84862968,32467453,6565
360510,54119,-84863244,32485573,6564
360518,54115,-84863520,32503693,6562
360526,48797,-84831043,32476858,3761
360534,50895,-84788289,32477307,4867
334912,47601,-85014743,31949067,3134
337934,52503,-84991215,32465984,5713
338014,52948,-84969544,32448118,5948
338054,51630,-84975110,32461646,5251
338078,54834,-84975259,32470706,6947
342324,47548,-85469713,33320201,3106
342356,48123,-85472938,33465125,3407
351515,53296,-85043648,33027169,6132
351587,50868,-85054880,33054213,4852
351627,50866,-85055514,33090449,4851
344202,48256,-85111267,32600390,3476
344210,47409,-85113884,32745347,3022
344242,54087,-85013508,32520086,6548
344314,50540,-85003884,32583634,4679
348428,48150,-85010618,32982263,3421
348484,50522,-85021829,33009313,4670
348556,52918,-85022139,33027432,5933
348596,52922,-85000325,33009572,5935
348620,52920,-85000630,33027691,5934
346629,49649,-84983392,32638244,4211
346701,47791,-84984596,32710725,3235
347221,47787,-85158747,32853522,3233
347309,49076,-85072880,32854631,3907
347333,49072,-85160097,32925998,3905
347357,47555,-85161449,32998472,3110
347381,48772,-85096609,32981197,3748
347405,50870,-85097259,33017434,4853
345974,52946,-84949640,32538968,5947
346062,52944,-84949934,32557088,5946
346110,50542,-84961079,32584142,4680
344792,54089,-84992121,32520344,6549
344864,54828,-84975856,32506945,6944
344920,54093,-84970734,32520598,6551
344944,50544,-84971032,32538717,4681
350886,48768,-85162803,33070944,3746
350974,48770,-85097910,33053672,3747
350998,50864,-85098561,33089908,4850
351070,48146,-85121788,33180193,3419
352117,49578,-85011849,33054738,4175
352141,51591,-85012466,33090975,5231
352165,48148,-84991864,33145582,3420
352277,51595,-84968818,33055250,5233
373701,49123,-84294184,32209595,3932
373885,49283,-84228906,32046901,4017
357750,47733,-84417295,31737551,3206
357894,47483,-84418771,31882514,3068
374901,49126,-84208353,32137625,3934
375005,49125,-84208925,32210111,3933
367222,48981,-84204941,31702721,3859
367406,48977,-84290355,31774691,3857
360916,48267,-84806766,32277755,3482
360980,49671,-84721446,32278622,4222
361012,49669,-84722434,32351103,4221
361020,48801,-84723423,32423587,3763
361562,48270,-84592178,32171066,3484
361674,47967,-84420251,32027480,3326
361762,47426,-84421737,32172449,3032
356068,48276,-84585173,31591217,3487
357139,48274,-84586916,31736175,3486
357219,47603,-84674707,31952757,3135
358401,47827,-84933044,32167601,3253
358553,47599,-84762615,32169451,3133
358585,49119,-84893210,32349309,3930
358601,49121,-84892084,32276829,3931
362212,48269,-84593944,32316033,3483
362292,48265,-84595716,32461000,3481
365957,51049,-84225690,31648243,4949
366157,51053,-84193566,31603128,4951
366189,53474,-84193705,31621247,6227
366641,53478,-84172394,31603245,6229
366785,53476,-84172529,31621364,6228
366809,51051,-84183325,31648485,4950
366833,50772,-84140960,31648712,4802
371017,48685,-84140703,31612472,3704
371057,50776,-84098355,31612685,4804
371073,50774,-84098596,31648924,4803
371081,47979,-84120160,31703176,3332
371145,48687,-84034950,31631092,3705
371177,49291,-84035379,31703573,4021
363446,49732,-84287824,31484770,4253
363518,47737,-84288456,31557249,3208
363582,48983,-84310093,31611477,3860
363590,51043,-84310419,31647716,4946
363670,47735,-84289721,31702208,3207
365237,53488,-84172260,31585124,6234
365317,50240,-84150962,31567117,4523
365381,52702,-84151092,31585238,5816
365389,51047,-84267746,31611747,4948
365405,51045,-84268054,31647987,4947
365429,48985,-84235910,31602882,3861
365469,52299,-84214738,31603007,5608
365501,52297,-84214881,31621126,5607
365533,52295,-84236057,31621001,5606
367990,48979,-84205508,31775204,3858
368126,47971,-84248872,31883658,3328
369110,52069,-84129546,31530988,5485
369126,52067,-84129672,31549108,5484
369262,52705,-84129798,31567227,5818
369350,52703,-84129924,31585348,5817
364135,48987,-84224818,31539523,3862
364167,53480,-84235762,31584762,6230
364191,51055,-84235615,31566641,4952
364207,53484,-84214452,31566766,6232
364239,53482,-84214595,31584886,6231
364247,49734,-84203247,31485282,4254
364660,51059,-84182504,31539765,4954
364708,51057,-84193288,31566887,4953
364732,53486,-84193427,31585007,6233
364820,52065,-84150831,31548998,5483
364844,53490,-84172125,31567004,6235
369828,50244,-84097876,31540204,4525
369884,50242,-84108635,31567333,4524
369948,52706,-84108757,31585454,5819
370338,52710,-84087471,31567436,5821
370418,52708,-84087589,31585556,5820
370458,49740,-84034093,31486131,4257
370562,48689,-84034521,31558610,3706
374334,51294,-84229200,32083143,5075
374358,49285,-84207212,31992656,4018
374438,51298,-84186354,32047144,5077
374462,51296,-84186631,32083386,5076
376279,48282,-84253723,32463538,3490
376399,47973,-84079903,32029539,3329
377628,48290,-84081778,32319483,3494
392630,48144,-84649122,33294153,3418
392678,49566,-84671405,33348314,4169
392726,51583,-84628229,33348709,5227
392750,51579,-84671884,33384550,5225
392782,52139,-84661440,33411828,5521
392806,51581,-84628691,33384945,5226
392830,50520,-84629153,33421180,4669
398970,51218,-84413467,33459167,5036
399058,51208,-84457481,33531316,5031
399122,53656,-84446371,33504223,6321
399154,52364,-84424745,33504384,5642
399210,53664,-84408664,33518091,6325
