TAZ,pop,hh,emp
241,7256,3040,2428
242,11218,4700,6371
243,12993,5672,15802
244,6782,3070,5486
245,413,184,24
246,1154,522,407
247,2744,1141,1023
248,4044,1651,1712
249,2677,1174,912
250,3233,1321,381
251,2359,509,2172
252,5464,2109,2701
253,4553,1879,309
254,3957,1642,232
255,2203,934,426
256,1870,756,28
257,4975,1949,394
258,3421,1353,908
259,3005,1239,235
260,4815,2160,2500
261,1385,490,2008
262,1517,629,240
263,1598,701,455
264,1686,717,223
265,3762,1599,994
266,4651,1735,1067
267,6442,2332,3596
268,4143,1568,969
269,7482,2964,4179
270,2166,897,219
271,864,351,140
272,1347,542,360
273,6754,3871,7964
274,9164,4264,11052
275,8663,3687,1427
276,7554,3941,2277
277,23807,8998,20586
278,7933,3578,6759
279,7339,2897,7063
280,15158,6931,2307
281,4673,1591,5913
282,4519,2086,814
283,4190,1956,4081
284,4708,1913,1073
285,3602,1445,2310
286,4725,1970,315
287,2526,1041,140
288,3137,1304,298
289,661,268,311
290,959,401,274
291,1065,438,1216
292,1475,618,255
293,4191,1701,1348
294,2014,784,1126
295,3083,1291,348
296,1826,773,219
297,4792,1973,802
298,870,377,96
299,1238,545,261
300,7856,2505,10159
301,9921,3978,8760
302,1106,438,89
303,2648,1022,479
304,7034,2556,423
305,3732,1425,412
306,2618,1045,373
307,6429,2508,2021
308,7567,2626,4730
309,3296,1327,1630
310,7266,2628,14700
311,4400,1720,701
312,4088,1584,216
313,7037,2889,3575
314,4571,1701,2484
315,7248,2419,14357
316,6181,2303,4112
317,11841,4760,9070
318,17041,6775,8506
319,11892,4605,4623
320,8842,3329,1249
321,6549,2643,4204
322,9276,3630,1112
323,11692,4130,3746
324,716,251,55
325,545,267,29
326,3133,1177,1403
327,3645,1378,920
328,3185,1301,401
329,6395,2550,857
330,12135,4812,4654
331,8931,4739,7112
332,13673,6565,5394
333,13052,5300,5491
334,17376,6681,1826
335,21659,10431,28587
336,53583,27950,44420
337,7717,3215,9585
338,6652,3019,2136
339,987,351,4799
340,9576,3609,410
341,9615,3715,506
342,5084,1906,5473
343,7549,1006,1743
344,7946,3287,1480
345,1691,691,53
346,9307,3811,493
347,18159,7953,21573
348,12490,6970,5221
349,18398,8303,5831
350,6657,3806,3578
351,12725,5388,4531
352,18616,7982,6669
353,6953,3509,5512
354,1407,579,5966
355,5460,2547,6607
356,244,112,238
357,820,392,5410
358,4477,1809,713
359,3304,1378,461
360,5727,2574,3582
361,11064,5332,9996
362,8180,3613,1812
363,2128,985,6101
364,9741,4436,1928
365,8355,3408,2023
366,2902,1156,180
367,2619,1041,210
368,7160,2928,905
369,592,236,17
370,1071,441,159
371,1888,779,111
372,1896,763,1673
373,2931,1125,1189
374,1349,571,142
375,2553,1051,414
376,2012,781,54
377,6,5,0
378,736,341,1296
379,1930,864,1509
380,11320,2114,2137
381,49,23,8625
382,17300,7069,3818
383,20699,10915,26761
384,14983,6957,15974
385,16382,7510,9706
386,15017,5973,1870
387,22880,10271,16598
388,35512,16474,23482
389,25453,7873,2411
390,2035,788,124
391,6891,3413,1552
392,636,269,821
393,4056,1610,416
394,2570,1150,718
395,1889,788,1037
396,2359,1045,422
397,13964,6301,3683
398,26528,11993,11057
399,27861,12799,6513
400,9929,4380,1725
401,4647,977,2049
402,6912,2788,936
403,3217,1227,111
404,9591,3634,978
405,9520,4162,5430
406,2022,725,411
407,2366,1024,1100
408,6232,2717,2518
409,428,182,46
410,332,128,0
411,891,330,34
412,882,382,26
413,384,168,877
414,1823,759,186
415,7978,3638,3901
416,15298,6815,9170
417,11332,5943,14829
418,7832,2374,2267
419,5407,2400,996
420,6444,2794,1611
421,3856,1523,1233
422,8139,4293,3881
423,3980,1708,2118
424,5753,2593,1519
425,2378,993,449
426,259,121,204
427,1347,566,849
428,2447,1059,1076
429,3947,1637,461
430,5747,1968,1986
431,1002,287,1431
432,174,76,1
433,1453,640,546
434,7499,2624,139
435,1026,367,109
436,945,328,127
437,1458,519,91
438,1758,674,1170
439,2856,944,668
440,1611,593,1107
441,1769,275,319
442,3339,1127,220
443,6124,2230,2665
444,4110,1508,297
445,0,0,0
446,259,95,0
447,6465,2392,904
448,1031,394,64
449,3697,1457,218
450,21906,9715,14594
451,3073,0,372
452,10361,3000,700
453,0,0,3048
454,0,0,0
455,8821,3503,1037
456,9309,3609,454
457,3316,1580,1065
458,2412,957,1376
459,1451,722,327
460,12,7,9
461,1910,812,1912
462,771,326,445
463,1001,380,261
464,1099,497,115
465,4309,1653,784
466,4168,1609,376
467,0,0,0
468,0,0,3
469,373,131,316
470,3084,1166,1463
471,14842,5642,4604
472,15106,6650,3350
473,8742,4787,26543
474,36624,17313,30793
475,9005,4096,4595
476,26171,12664,19782
477,12301,4741,5663
478,15842,7360,5858
479,17200,8081,2817
480,3323,1313,3761
481,19944,8255,4113
482,14781,6879,2265
483,1608,715,4219
484,3301,1072,5709
485,3227,1337,1504
486,676,294,386
487,3987,1330,15235
488,2638,1178,420
489,2309,998,230
490,491,250,3710
491,5832,2440,3930
492,8664,3781,3082
493,9610,4437,1904
494,1304,680,116
495,6612,3632,1397
496,8270,3809,1454
497,3844,2088,1338
498,24552,12283,17626
499,10436,5654,6192
500,5587,3607,3270
501,6686,3121,1187
502,3408,1341,2118
503,3584,1675,410
504,2918,1313,1548
505,5325,2740,3223
506,4661,2298,4595
507,81,43,10
508,1934,898,370
509,2620,1233,688
510,1836,1089,1630
511,19623,8869,9490
512,20370,9803,23170
513,6113,2898,1962
514,9375,2501,2132
515,4182,1670,555
516,432,191,57
517,2842,727,606
518,7266,3100,3620
519,932,390,184
520,2365,1043,492
521,5743,2556,2000
522,1865,840,1132
523,2484,913,5988
524,3951,1768,909
525,3187,1380,1022
526,2094,935,272
527,1743,764,164
528,1591,783,1834
529,1686,797,2232
530,692,273,234
531,3460,1474,1641
532,2939,1245,672
533,5624,2294,1923
534,3518,1166,689
535,8940,4111,2349
536,7048,3217,1314
537,5971,2596,795
538,3090,1318,508
539,7238,3159,2799
540,5904,2447,374
541,1910,636,592
542,2908,1289,389
543,3817,1646,2890
544,7197,3257,3344
545,3232,1364,347
546,2237,942,82
547,3073,1280,1939
548,933,379,106
549,1109,470,24
550,13221,5763,2468
551,14271,5894,4547
552,13859,5898,11662
553,2484,967,413
554,5021,1996,447
555,13160,5022,4612
556,1384,541,41
557,1965,777,75
558,707,287,80
559,1988,712,31
560,5152,1881,1115
561,2377,939,127
562,180,81,13
563,2369,957,253
564,1845,710,229
565,6538,2668,11098
566,5211,1938,1029
567,5194,1904,233
568,3265,1159,71
569,3221,1204,11
570,3219,2326,214
571,3099,2334,516
572,3215,2473,297
573,2204,1568,378
574,2484,1731,1421
575,3603,2779,6235
576,870,625,151
577,3626,2775,379
578,4255,2548,399
579,2346,1280,734
580,3074,1851,992
581,6930,3806,6239
582,7668,4042,3336
583,3903,2208,296
584,652,291,115
585,1471,638,101
586,1665,710,134
587,5306,2335,2618
588,1181,528,23
589,1726,812,656
590,5253,2296,796
591,4169,1108,1830
592,2386,1068,1234
593,1164,518,149
594,1468,614,906
595,879,348,82
596,5363,2047,800
597,2538,1009,290
598,3032,1260,338
599,2239,868,1089
600,635,232,742
601,6622,2609,3103
602,4512,1739,2682
603,4023,1765,5957
604,3090,1263,7698
605,1944,822,313
606,2483,1010,317
607,1959,789,144
608,1670,632,1350
609,3878,1449,600
610,1526,669,302
611,2672,1001,474
612,2354,926,44
613,4307,2331,983
614,7307,3390,5498
615,1781,776,268
616,2747,1185,199
617,1461,619,135
618,2000,870,157
619,3158,1313,1356
620,6879,2979,1619
621,1977,804,74
622,416,177,40
623,3277,1289,86
624,2842,1312,658
625,4814,1979,2892
626,768,322,23
627,3921,1399,2101
628,1548,641,254
629,4791,1758,957
630,6113,2580,1633
631,1565,649,1014
632,3802,1573,1445
633,876,353,273
634,4381,1922,3117
635,3617,1483,633
636,5942,2544,993
637,2613,1111,511
638,8655,3559,3110
639,3636,1493,2161
640,4154,1679,1774
641,2305,1428,191
642,4452,2813,377
643,2989,1923,356
644,5178,3354,2904
645,5728,3407,5610
646,3575,2453,1646
647,608,461,210
648,2190,1798,896
649,320,248,6
650,3833,2976,2655
651,2268,1615,755
652,2760,2072,2327
653,3584,2806,1719
654,2776,2068,1368
655,1344,950,273
656,3622,2843,951
657,2670,1322,104
658,3303,1560,1599
659,5801,2777,5023
660,1875,838,1707
661,6995,2988,1451
662,47,25,9
663,5305,2185,906
664,4508,2079,1323
665,2190,976,496
666,1227,530,159
667,5275,1798,1835
668,6908,3053,4583
669,453,272,541
670,2344,1253,1311
671,2900,1269,673
672,5043,2343,3385
673,4283,1989,457
674,2576,1214,1890
675,1615,771,119
676,2317,1053,120
677,3206,1434,1443
678,1029,450,194
679,1763,790,211
680,846,376,86
681,1255,567,88
682,2557,1113,153
683,5245,2286,1936
684,3985,1803,1915
685,4499,1974,612
686,6952,2952,5725
687,5106,1577,1317
688,4775,1888,5489
689,3099,1361,560
690,1749,474,1070
691,5342,2780,3306
692,5485,2624,670
693,6589,3530,5384
694,1290,618,78
695,2614,1249,974
696,2074,972,398
697,2979,1212,223
698,1958,803,1527
699,1887,765,646
700,2607,1096,780
701,4050,1621,3077
702,705,301,589
703,2259,836,901
704,788,340,42
705,3665,1715,4700
706,2918,1345,945
707,1617,698,2041
708,1831,811,184
709,2210,926,646
710,857,378,19
711,1249,535,39
712,981,432,24
713,2269,836,2129
714,3305,1535,617
715,5348,2742,396
716,3262,1606,410
717,842,389,210
718,2102,1011,725
719,2457,1317,1437
720,3255,1377,2056
721,763,363,528
722,3295,1664,1479
723,2951,1377,1668
724,1534,597,614
725,1241,496,1881
726,1656,591,2206
727,4132,1629,2132
728,4741,1911,2016
729,687,267,183
730,4984,1944,650
731,319,134,61
732,3798,1485,3319
733,1495,695,163
734,2094,971,748
735,2428,1062,572
736,873,364,646
737,3015,1181,541
738,3645,1476,187
739,4158,1704,284
740,5028,1990,587
741,1153,508,104
742,2343,1000,607
743,3384,1314,3049
744,3070,1043,939
745,1258,573,96
746,2151,966,166
747,2034,947,297
748,789,348,113
749,740,294,421
750,1309,579,241
751,1951,802,692
752,4391,2049,3233
753,1822,913,2061
754,561,258,9
755,1910,885,419
756,1853,768,524
757,358,159,75
758,1448,632,127
759,1227,567,200
760,820,376,231
761,8244,3569,1692
762,95,40,0
763,513,228,228
764,1292,509,97
765,220,94,26
766,2455,969,441
767,886,357,71
768,871,369,166
769,1700,695,216
770,110,53,543
771,538,200,1823
772,2944,1251,3290
773,521,209,636
774,495,218,296
775,2833,1170,1215
776,1639,682,115
777,1149,483,149
778,627,221,71
779,920,378,124
780,350,186,71
781,1871,921,101
782,995,486,110
783,1429,735,253
784,262,141,140
785,1116,507,443
786,2159,1048,1966
787,549,305,127
788,1904,964,705
789,2102,1201,2608
790,430,209,25
791,830,411,71
792,433,201,22
793,1103,590,284
794,527,218,159
795,2075,802,286
796,1909,844,121
797,802,321,19
798,1443,626,128
799,492,229,78
800,764,318,321
801,967,431,189
802,2695,1322,1474
803,1170,524,711
804,154,69,2
805,345,158,0
806,281,119,65
807,1242,557,496
808,1090,455,153
809,2325,932,143
810,1227,539,514
811,2718,1163,344
812,1125,472,212
813,1745,725,1258
814,3193,438,119
815,1276,481,8
816,1753,739,116
817,3628,1675,213
818,1233,483,34
819,565,240,411
820,1772,737,1717
821,998,418,728
822,1959,805,1136
823,2973,1359,1860
824,574,236,101
825,1177,446,237
826,790,338,920
827,1669,665,197
828,7972,3325,5463
829,10661,4980,5746
830,90,38,2
831,5412,2337,1388
832,900,351,90
833,3328,1352,88
834,4389,1672,2359
835,4318,1838,1190
836,1001,410,515
837,94,30,1866
838,4299,1820,3940
839,930,363,201
840,2862,1232,1492
841,798,350,147
842,1887,573,275
843,1009,413,193
844,1359,565,7055
845,3528,1404,165
846,915,445,723
847,3171,1370,2122
848,1802,687,205
849,368,137,1
850,756,313,260
851,1397,554,117
852,1172,512,273
853,3346,1408,325
854,1128,469,324
855,1660,706,289
856,290,126,131
857,1137,442,543
858,669,289,326
859,1194,544,221
860,934,360,95
861,1104,493,272
862,672,361,98
863,4465,2181,1625
864,1755,852,306
865,1389,697,1176
866,1966,829,829
867,606,262,459
868,1049,422,1051
869,2368,876,914
870,2463,991,498
871,2794,1115,311
872,1844,644,189
873,2204,849,327
874,1556,574,97
875,1916,765,152
876,843,349,393
877,4319,1896,563
878,2406,1044,1007
879,4683,1917,1405
880,2977,1403,838
881,1452,491,807
882,561,240,253
883,1273,522,775
884,1076,457,22
885,1694,773,294
886,2783,1298,1632
887,772,335,9
888,2251,997,57
889,320,130,11
890,1249,534,72
891,1878,805,202
892,2532,1236,1786
893,1562,776,377
894,2649,1103,479
895,943,422,378
896,4852,2062,2747
897,118,51,0
898,333,144,23
899,830,369,289
900,1126,758,974
901,5014,3228,1330
902,4307,2280,3701
903,4836,2694,1220
904,4059,2608,1296
905,588,343,21
906,2718,1084,1654
907,6285,2429,826
908,943,375,428
909,2626,1090,1484
910,2287,770,728
911,333,142,48
912,117,52,1
913,381,166,4
914,4854,1900,1117
915,3901,1534,512
916,9834,2320,2542
917,9381,4303,14641
918,1743,852,121
919,2592,1205,61
920,6392,3291,1168
921,3553,1712,4086
922,4976,2304,509
923,1581,314,120
924,943,439,121
925,4279,1998,113
926,954,427,398
927,908,419,920
928,884,395,186
929,979,465,333
930,1031,434,730
931,8066,3509,905
932,2394,1011,1236
933,395,195,55
934,2128,901,716
935,859,360,128
936,3556,1533,479
937,988,428,23
938,1835,747,3318
939,1669,643,285
940,2782,1246,830
941,2097,967,171
942,6082,2274,1095
943,303,128,0
944,1668,749,525
945,3762,1589,541
946,1277,559,84
947,7,3,9
948,808,391,274
949,805,342,333
950,1555,670,92
951,1938,867,1026
952,666,282,800
953,898,392,74
954,3118,1454,647
955,271,116,2
956,1021,466,160
957,570,268,261
958,520,208,35
959,993,493,228
960,525,265,0
961,1360,156,62
962,813,375,28
963,906,374,195
964,1230,627,1710
965,1996,1001,557
966,1771,836,1288
967,251,111,0
968,361,169,4
969,674,301,0
970,258,114,113
971,1070,517,35
972,1154,582,108
973,1085,532,304
974,759,406,491
975,1908,898,260
976,504,253,49
977,1135,578,699
978,2595,1286,1999
979,1542,912,461
980,2385,1368,1162
981,2489,1354,406
982,1842,1118,305
983,28,18,0
984,585,336,79
985,170,114,20
986,129,72,8
987,965,573,183
988,1463,680,424
989,371,183,9
990,169,81,11
991,521,246,4
992,558,242,0
993,1631,710,396
994,676,383,466
995,561,277,281
996,708,311,889
997,1734,746,860
998,5212,2223,3844
999,3191,1419,797
1000,2844,1165,1152
1001,2970,1260,1737
1002,1793,743,157
1003,3464,1405,514
1004,241,151,34
1005,750,373,6
1006,874,467,119
1007,908,476,82
1008,2128,543,255
1009,2293,1155,1050
1010,1220,649,4
1011,1263,796,74
1012,2720,1218,627
1013,100,51,121
1014,812,366,23
1015,1022,464,763
1016,2528,1032,3607
1017,2275,1090,1311
1018,3225,1422,1026
1019,1740,751,1038
1020,267,119,18
1021,68,28,0
1022,1823,762,58
1023,2772,668,468
1024,1217,538,54
1025,2874,1243,561
1026,637,310,173
1027,839,359,607
1028,451,206,121
1029,1732,773,1313
1030,1391,609,411
1031,589,257,100
1032,1146,525,58
1033,2153,902,682
1034,22,13,0
1035,2331,994,648
1036,1806,801,1317
1037,218,87,84
1038,983,446,125
1039,815,357,370
1040,854,375,383
1041,802,366,340
1042,740,306,52
1043,1584,637,124
1044,2665,1030,77
1045,2591,996,164
1046,1088,449,6
1047,1974,816,1562
1048,2478,1029,336
1049,252,95,188
1050,2256,807,3011
1051,843,338,198
1052,2187,968,851
1053,796,338,128
1054,2360,932,245
1055,422,188,252
1056,750,293,63
1057,1426,668,542
1058,2035,872,962
1059,3242,1507,1584
1060,300,145,7
1061,479,195,123
1062,1243,554,57
1063,856,421,174
1064,2322,1031,2275
1065,2392,1119,834
1066,3721,1566,812
1067,4756,2131,1096
1068,3240,1384,1033
1069,3788,1606,502
1070,2952,1290,342
1071,4758,2012,965
1072,580,265,1
1073,371,181,4
1074,518,249,13
1075,971,447,60
1076,220,129,396
1077,412,172,254
1078,1336,603,22
1079,498,227,16
1080,65,31,20
1081,627,288,4
1082,538,263,178
1083,470,211,42
1084,814,383,131
1085,638,192,1
1086,657,322,70
1087,506,276,292
1088,584,294,142
1089,691,333,499
1090,81,46,0
1091,1009,462,383
1092,383,192,494
1093,1354,694,466
1094,2074,979,46
1095,440,189,175
1096,1527,675,53
1097,243,107,0
1098,732,295,113
1099,931,427,20
1100,321,156,83
1101,944,396,154
1102,1215,232,4
1103,1571,683,1286
1104,121,49,2
1105,808,324,142
1106,1599,680,1067
1107,3364,1415,1593
1108,1724,727,62
1109,1970,866,138
1110,778,368,272
1111,582,279,207
1112,1244,542,874
1113,979,424,748
1114,830,329,544
1115,534,220,452
1116,884,338,4
1117,867,336,467
1118,546,213,41
1119,536,209,2
1120,881,384,50
1121,137,78,149
1122,1143,564,374
1123,1083,547,120
1124,587,314,71
1125,360,175,0
1126,108,61,3
1127,455,235,517
1128,1175,602,571
1129,141,72,0
